territory,gender,birthdate,ypc,current_premium,indicated_premium,selected_premium,underlying_premium,fixed_expenses,underlying_total_premium,cgr_factor,cgr
1742,M,11/27/1987,5,847.98,1595.75,888.79,733.05,152.08,885.13,1.00,7F7
1742,F,12/8/1987,5,288.48,351.00,302.68,149.05,147.58,296.63,1.04,S0J
1742,M,1/16/1988,5,645.48,986.26,677.01,526.80,147.58,674.38,1.00,7F7
1742,M,2/4/1988,5,772.31,1676.22,808.05,730.51,81.17,811.68,1.00,XHZ
1742,M,3/17/1988,5,398.04,574.58,417.67,264.77,147.58,412.35,1.02,ZHK
1742,M,4/22/1988,5,261.43,254.51,261.21,102.87,147.58,250.45,1.10,QMY
1742,F,7/25/1988,5,311.02,410.27,326.43,172.73,147.58,320.31,1.04,146
1742,F,9/27/1988,5,483.31,792.76,506.03,354.90,147.58,502.48,1.01,W5X
1742,M,9/27/1988,5,360.45,437.71,377.84,220.21,152.08,372.29,1.03,YNT
1742,F,10/25/1988,5,657.19,713.17,689.40,539.13,147.58,686.71,1.00,7F7
1742,F,2/16/1989,5,575.47,870.81,602.06,447.75,152.08,599.83,1.00,7F7
1742,M,2/18/1989,5,666.85,664.10,665.39,506.99,187.78,694.77,0.94,CBY
1742,M,5/12/1989,5,709.01,1440.19,741.24,654.32,90.17,744.49,1.00,XHZ
1742,F,7/21/1989,5,513.91,581.29,538.99,387.53,147.58,535.11,1.01,W5X
1742,M,8/3/1989,5,583.15,698.83,610.58,371.50,187.78,559.28,1.14,1BV
1742,F,9/14/1989,5,717.13,667.76,714.97,477.26,187.78,665.04,1.10,QMY
1742,F,9/19/1989,5,375.95,424.62,394.47,236.43,152.08,388.51,1.03,YNT
1742,M,11/9/1989,5,627.16,1571.36,657.09,464.66,187.78,652.44,1.01,W5X
1742,F,11/10/1989,5,449.50,626.90,471.56,319.18,147.58,466.76,1.02,YNG
1742,M,2/10/1990,5,458.15,512.75,481.00,324.05,152.08,476.13,1.02,YNG
1742,F,4/1/1991,5,629.79,1536.25,659.02,467.63,147.58,615.21,1.09,EKR
1742,M,11/26/1991,5,672.55,1121.99,705.66,555.31,147.58,702.89,1.00,7F7
1750,M,5/31/1977,0,691.80,624.46,689.89,576.30,81.17,657.47,1.06,3YN
1750,M,2/4/1955,1,1691.16,2101.34,1772.13,1325.92,232.78,1558.70,1.16,NBP
1750,F,4/21/1962,1,718.46,683.30,716.66,599.31,152.08,751.39,0.94,CBY
1750,F,1/4/1962,2,1143.94,1228.06,1200.44,902.38,147.58,1049.96,1.17,4PO
1750,F,9/6/1977,2,698.93,1230.90,730.95,656.28,81.17,737.45,0.99,Z20
1750,M,8/5/1968,3,2081.61,1859.73,2075.29,1334.63,608.34,1942.97,1.10,1AC
1750,F,9/9/1992,3,1044.74,964.92,1044.38,778.83,184.07,962.90,1.10,QMY
1750,F,3/2/1936,5,436.19,693.21,457.79,273.81,178.48,452.29,1.02,ZHK
1750,F,5/14/1941,5,642.19,747.23,673.79,434.48,169.37,603.85,1.16,NBP
1750,F,7/30/1943,5,1639.78,2534.40,1718.52,1312.48,194.77,1507.25,1.16,NBP
1750,M,3/26/1944,5,725.14,751.75,750.39,594.17,165.02,759.19,0.99,XHO
1750,F,11/21/1944,5,422.10,367.67,422.09,228.01,171.48,399.49,1.10,1AC
1750,M,7/6/1946,5,904.12,637.46,903.98,683.38,156.58,839.96,1.09,EKR
1750,M,10/13/1946,5,1063.66,1340.24,1115.52,959.20,161.08,1120.28,1.00,XHZ
1750,F,1/17/1951,5,703.30,783.28,736.97,573.39,163.58,736.97,1.00,FSI
1750,F,4/26/1951,5,539.03,633.29,565.13,340.75,163.58,504.33,1.18,TP5
1750,M,11/8/1953,5,713.07,641.13,712.51,513.97,147.58,661.55,1.10,1AC
1750,F,2/18/1954,5,587.03,754.89,614.56,476.59,137.97,614.56,1.00,FSI
1750,F,6/24/1954,5,464.01,758.01,486.46,282.52,195.38,477.90,1.03,OUF
1750,F,12/21/1954,5,348.53,406.55,364.94,213.08,147.58,360.66,1.02,ZHK
1750,F,4/2/1955,5,524.66,543.20,542.23,357.19,188.58,545.77,0.99,Z20
1750,M,9/18/1955,5,918.41,1291.40,962.11,889.75,81.17,970.92,0.99,Z20
1750,F,11/9/1955,5,509.88,640.27,534.30,384.80,147.58,532.38,1.00,7F7
1750,M,9/28/1956,5,530.05,456.00,529.98,347.91,147.58,495.49,1.10,1AC
1750,M,5/10/1957,5,1775.13,1754.75,1769.66,1730.46,147.58,1878.04,0.94,3MY
1750,F,10/3/1957,5,694.37,826.66,726.98,532.41,147.58,679.99,1.09,7O9
1750,F,5/18/1959,5,500.39,502.01,501.14,294.36,175.98,470.34,1.10,QMY
1750,M,4/12/1960,5,828.67,1151.49,866.82,702.23,168.08,870.31,1.00,XHZ
1750,F,4/13/1962,5,647.57,820.24,679.22,453.39,147.58,600.97,1.17,AOU
1750,F,3/5/1964,5,487.50,557.49,510.70,328.12,175.98,504.10,1.02,ZHK
1750,F,8/31/1965,5,1607.79,1187.77,1600.56,1321.92,147.58,1469.50,1.10,1AC
1750,M,10/14/1965,5,689.06,615.96,686.48,537.00,99.17,636.17,1.09,EKR
1750,M,12/27/1965,5,676.15,518.19,674.20,531.51,175.98,707.49,0.94,3MY
1750,M,4/2/1966,5,791.59,873.59,827.79,692.93,81.17,774.10,1.08,QLV
1750,M,5/4/1966,5,1895.42,1890.84,1898.48,1914.78,94.67,2009.45,0.94,CBY
1750,M,12/25/1967,5,1851.12,1099.03,1848.98,1539.20,165.58,1704.78,1.09,EKR
1750,M,2/23/1968,5,2982.55,2374.32,2969.23,2567.14,147.58,2714.72,1.10,1AC
1750,F,4/8/1969,5,1933.30,2034.16,2026.56,1887.67,157.58,2045.25,0.99,Z20
1750,M,4/30/1971,5,851.47,916.07,891.05,804.34,94.67,899.01,0.99,Z20
1750,F,9/29/1973,5,894.52,1395.90,938.54,730.74,90.17,820.91,1.16,NBP
1750,F,12/2/1974,5,711.16,653.64,709.45,589.81,156.58,746.39,0.94,3MY
1750,M,9/19/1976,5,1454.06,2128.20,1520.52,1278.52,156.58,1435.10,1.07,BA2
1750,F,2/21/1977,5,1082.13,1120.42,1120.16,973.92,81.17,1055.09,1.07,BA2
1750,M,1/9/1979,5,484.11,400.78,483.21,305.36,147.58,452.94,1.10,1AC
1750,M,8/3/1979,5,744.55,752.64,752.30,590.36,137.97,728.33,1.04,S0J
1750,F,12/6/1979,5,550.38,524.99,548.91,397.85,175.98,573.83,0.94,3MY
1750,M,2/18/1986,5,719.84,1178.81,753.05,608.49,147.58,756.07,1.00,XHZ
1750,M,2/26/1986,5,432.48,688.81,453.39,258.22,147.58,405.80,1.18,GT0
1750,F,1/19/1987,5,591.29,553.06,589.56,402.11,147.58,549.69,1.10,1AC
1754,F,1/25/1965,0,775.53,523.02,773.42,678.61,81.17,759.78,1.02,ZHK
1754,F,1/17/1979,0,1357.21,1027.14,1352.50,1385.03,147.58,1532.61,0.87,UHN
1754,M,11/20/1948,1,500.85,195.23,499.28,480.61,81.17,561.78,0.87,UHN
1754,F,5/8/1955,1,1794.79,2059.19,1877.20,1782.53,94.67,1877.20,1.00,FSI
1754,M,5/16/1985,1,366.50,429.58,384.36,229.82,147.58,377.40,1.03,OUF
1754,M,10/21/1989,1,777.15,700.69,775.23,721.47,147.58,869.05,0.87,UHN
1754,M,5/16/1972,2,1137.56,1323.56,1190.03,1154.71,128.97,1283.68,0.92,KG4
1754,M,9/25/1933,3,1142.61,1415.97,1199.29,971.24,147.58,1118.82,1.08,4ZR
1754,M,10/23/1961,3,1416.94,1163.93,1412.10,1514.35,94.67,1609.02,0.87,UHN
1754,M,5/5/1970,3,860.91,935.97,902.96,721.91,128.97,850.88,1.07,FKQ
1754,M,1/5/1993,3,463.04,385.62,462.13,361.57,147.58,509.15,0.87,UHN
1754,M,12/17/1993,3,935.53,1719.92,981.49,903.01,147.58,1050.59,0.92,LZA
1754,M,7/19/1964,4,820.30,711.70,817.42,678.71,152.08,830.79,0.98,0UZ
1754,F,10/8/1976,4,785.23,1050.67,823.51,697.70,175.98,873.68,0.93,AUR
1754,M,1/18/1934,5,632.74,581.05,630.74,469.23,152.08,621.31,1.02,ZHK
1754,M,2/9/1938,5,423.35,232.42,422.13,389.98,81.17,471.15,0.87,GLE
1754,F,6/18/1940,5,523.80,454.59,522.40,425.67,152.08,577.75,0.87,UHN
1754,M,8/14/1941,5,723.12,461.70,721.00,659.13,147.58,806.71,0.87,UHN
1754,M,10/21/1941,5,881.45,841.49,880.61,914.37,81.17,995.54,0.87,GLE
1754,M,5/26/1946,5,513.29,535.20,534.70,402.72,105.07,507.79,1.07,BA2
1754,F,1/19/1947,5,1025.61,510.42,1021.74,781.15,232.78,1013.93,1.01,W5X
1754,F,2/4/1947,5,706.75,805.94,738.86,602.04,90.17,692.21,1.08,QLV
1754,M,8/29/1947,5,1015.59,1215.43,1066.31,1035.85,109.72,1145.57,0.92,LZA
1754,F,12/2/1947,5,512.72,580.47,537.86,390.86,171.48,562.34,0.94,3MY
1754,M,5/4/1949,5,712.21,615.86,711.33,646.03,81.17,727.20,0.98,KON
1754,M,3/20/1951,5,1592.97,2040.14,1664.75,1731.94,81.17,1813.11,0.91,LCA
1754,M,7/1/1951,5,532.30,530.08,531.74,413.86,137.97,551.83,0.95,TBD
1754,M,9/7/1951,5,1951.32,2413.71,2333.40,2142.92,81.17,2224.09,1.05,JDN
1754,M,7/12/1952,5,1569.12,1814.78,1645.50,1702.39,81.17,1783.56,0.92,KG4
1754,F,9/19/1953,5,1641.76,815.76,1637.13,1712.20,147.58,1859.78,0.87,UHN
1754,M,11/25/1953,5,969.82,1023.02,1016.02,940.40,147.58,1087.98,0.92,LZA
1754,M,4/16/1954,5,1459.54,1450.62,1457.90,1477.21,166.37,1643.58,0.87,GLE
1754,M,6/5/1955,5,1195.12,829.09,1192.54,1098.26,147.58,1245.84,0.95,TBD
1754,M,9/22/1955,5,718.99,620.61,718.40,728.84,81.17,810.01,0.87,GLE
1754,F,12/3/1955,5,715.32,1042.66,748.98,664.74,128.97,793.71,0.93,QHK
1754,F,4/16/1956,5,1173.69,1547.77,1229.20,1058.20,94.67,1152.87,1.07,FKQ
1754,F,5/1/1956,5,670.36,987.48,702.83,673.17,81.17,754.34,0.92,LZA
1754,M,5/7/1956,5,1417.38,1418.47,1417.80,1452.84,147.58,1600.42,0.87,GLE
1754,M,6/1/1957,5,1357.86,1746.29,1419.71,1148.59,188.27,1336.86,1.07,FKQ
1754,M,7/12/1957,5,791.73,993.98,828.26,769.73,81.17,850.90,0.97,QN5
1754,M,10/3/1958,5,1397.72,1958.40,1466.26,1272.96,94.67,1367.63,1.08,QLV
1754,F,11/11/1958,5,647.01,675.68,673.37,545.16,94.67,639.83,1.06,6NS
1754,M,2/3/1959,5,696.05,896.54,728.90,616.66,156.58,773.24,0.93,AUR
1754,F,11/8/1959,5,1213.30,1133.44,1209.03,1220.11,147.58,1367.69,0.87,UHN
1754,M,12/8/1960,5,2216.34,1426.57,2209.92,2072.63,147.58,2220.21,1.00,XHZ
1754,F,10/16/1961,5,2691.12,2466.44,2681.86,2913.09,147.58,3060.67,0.87,UHN
1754,F,11/25/1961,5,1341.87,1440.71,1403.21,1360.69,152.87,1513.56,0.92,KG4
1754,F,7/3/1962,5,1348.75,1724.47,1415.15,1451.71,81.17,1532.88,0.92,KG4
1754,F,9/16/1962,5,624.05,580.99,621.93,621.59,81.17,702.76,0.87,UHN
1754,F,1/24/1963,5,1075.89,1711.72,1129.52,1140.50,76.29,1216.79,0.92,LZA
1754,F,5/27/1964,5,2134.73,2194.60,2187.84,2004.42,81.17,2085.59,1.05,JDN
1754,M,9/22/1964,5,943.06,1346.65,989.94,984.07,81.17,1065.24,0.92,LZA
1754,F,1/26/1965,5,598.41,824.89,626.32,453.23,137.97,591.20,1.08,QLV
1754,M,9/21/1966,5,1041.87,1366.62,1093.36,1070.18,105.07,1175.25,0.92,LZA
1754,F,2/20/1968,5,700.57,624.32,698.96,627.52,147.58,775.10,0.88,MXU
1754,M,4/5/1969,5,536.30,426.44,534.82,445.12,147.58,592.70,0.87,UHN
1754,M,7/26/1970,5,415.66,491.46,435.38,273.99,175.98,449.97,0.95,R2I
1754,F,9/12/1971,5,9.40,12.63,9.84,10.76,0.00,10.76,0.91,LCA
1754,F,1/4/1972,5,707.19,1127.72,739.87,716.83,81.17,798.00,0.92,KG4
1754,M,5/7/1972,5,1051.94,1099.96,1098.48,1054.86,129.17,1184.03,0.92,KG4
1754,F,7/5/1974,5,952.45,794.53,948.69,997.19,81.17,1078.36,0.87,UHN
1754,M,1/8/1976,5,642.60,1676.68,674.29,556.28,128.97,685.25,0.98,0UZ
1754,F,12/3/1978,5,842.64,1199.86,884.67,870.08,81.17,951.25,0.92,LZA
1754,F,10/20/1980,5,887.44,1276.10,928.36,921.96,81.17,1003.13,0.92,KG4
1754,F,7/14/1981,5,770.92,745.38,770.18,747.74,113.17,860.91,0.88,MXU
1754,M,8/24/1983,5,954.17,1413.20,998.21,864.93,128.97,993.90,1.00,7F7
1754,M,10/10/1983,5,534.04,359.75,532.64,442.62,147.58,590.20,0.87,UHN
1754,F,2/14/1984,5,780.79,683.22,778.53,692.61,175.98,868.59,0.87,UHN
1754,M,3/8/1984,5,1264.16,892.82,1260.62,1241.59,180.48,1422.07,0.87,UHN
1754,M,5/12/1984,5,602.52,929.51,631.17,510.45,81.17,591.62,1.08,QLV
1754,M,8/7/1985,5,548.96,705.41,576.17,423.33,179.35,602.68,0.94,3MY
1754,F,5/28/1986,5,658.82,1235.42,689.73,558.41,171.48,729.89,0.93,AUR
1754,F,12/24/1986,5,506.16,615.61,530.59,410.64,147.58,558.22,0.93,QHK
1754,M,8/22/1987,5,371.45,333.47,370.55,256.30,147.58,403.88,0.87,UHN
1754,M,6/27/1989,5,587.49,575.91,586.11,504.08,147.58,651.66,0.87,UHN
1754,M,2/16/1990,5,781.80,1305.44,818.45,726.46,147.58,874.04,0.92,LZA
1754,M,1/19/1991,5,605.19,542.54,604.56,512.38,147.58,659.96,0.89,Y5U
1755,M,5/3/1961,0,866.98,653.51,864.08,855.71,100.89,956.60,0.89,Y5U
1755,M,5/3/1970,0,1200.22,801.01,1196.64,1230.10,147.58,1377.68,0.85,LRC
1755,M,11/25/1976,0,1009.09,936.97,1004.72,970.67,85.74,1056.41,0.95,R2I
1755,F,6/4/1982,0,676.66,1018.70,708.71,585.54,175.98,761.52,0.91,JRZ
1755,F,1/27/1983,0,861.68,1205.85,901.66,857.69,97.69,955.38,0.94,3MY
1755,F,9/2/1988,0,632.31,975.29,663.29,484.51,166.58,651.09,1.03,YNT
1755,M,1/31/1990,0,667.12,762.35,699.51,580.72,73.79,654.51,1.08,QLV
1755,M,1/22/1965,1,606.95,619.59,617.41,469.99,137.97,607.96,1.02,ZHK
1755,F,6/1/1972,1,489.05,265.54,487.00,411.16,73.79,484.95,1.00,7F7
1755,F,9/17/1974,1,549.54,715.03,576.98,488.92,97.69,586.61,0.98,0UZ
1755,M,5/6/1984,1,438.73,399.69,437.41,367.77,85.74,453.51,0.96,Z2D
1755,M,9/23/1986,1,599.57,1037.30,629.00,431.31,166.58,597.89,1.07,FKQ
1755,M,10/12/1986,1,1203.91,1057.26,1200.50,1224.08,156.58,1380.66,0.85,LRC
1755,M,3/13/1991,1,473.67,344.53,472.62,325.04,147.58,472.62,1.00,FSI
1755,M,3/17/1969,2,561.35,718.91,587.06,494.65,114.07,608.72,0.96,Z2D
1755,M,10/22/1982,2,513.94,434.05,513.59,380.87,147.58,528.45,0.96,MPY
1755,M,4/6/1987,2,629.40,1084.33,659.32,562.47,147.58,710.05,0.91,JRZ
1755,M,2/27/1964,3,717.61,1096.95,751.46,641.58,73.79,715.37,1.06,3YN
1755,M,1/21/1984,3,666.09,853.05,699.09,492.11,171.48,663.59,1.07,FKQ
1755,F,8/12/1985,3,310.18,385.50,324.81,190.01,147.58,337.59,0.93,QHK
1755,F,11/11/1957,4,380.50,309.10,379.15,300.96,81.17,382.13,0.99,Z20
1755,M,6/5/1960,4,794.11,1497.71,832.32,748.74,94.67,843.41,0.99,XHO
1755,M,8/12/1963,4,1075.59,1005.91,1071.70,1161.47,81.17,1242.64,0.85,LRC
1755,F,2/19/1965,4,1398.97,1648.76,1464.20,1246.50,147.58,1394.08,1.06,3YN
1755,F,12/16/1965,4,748.08,898.27,783.04,647.02,126.29,773.31,1.02,YNG
1755,F,8/6/1967,4,1712.91,1912.97,1793.37,1812.06,161.08,1973.14,0.90,BSK
1755,M,7/1/1976,4,834.85,602.83,831.69,833.04,73.79,906.83,0.91,JRZ
1755,M,12/2/1924,5,265.71,299.26,278.07,197.88,81.17,279.05,1.00,XHZ
1755,M,7/15/1934,5,579.19,347.03,578.48,502.76,147.58,650.34,0.86,GLN
1755,F,12/11/1935,5,561.99,540.97,560.68,398.35,162.33,560.68,1.00,FSI
1755,M,6/29/1940,5,864.14,534.08,861.45,837.07,147.58,984.65,0.85,LRC
1755,F,2/5/1942,5,381.20,347.81,380.89,244.33,171.48,415.81,0.86,GLN
1755,M,11/23/1942,5,730.93,638.03,728.40,702.88,128.97,831.85,0.85,LRC
1755,M,8/13/1943,5,455.29,410.78,453.99,359.29,147.58,506.87,0.85,LRC
1755,M,8/24/1945,5,414.00,392.17,413.70,247.37,175.98,423.35,0.96,MPY
1755,M,1/3/1948,5,412.09,348.43,411.83,345.80,81.17,426.97,0.96,Z2D
1755,M,8/4/1948,5,1667.58,2104.71,1747.09,1613.80,286.14,1899.94,0.91,D7G
1755,M,9/20/1948,5,440.26,492.83,461.72,323.75,137.97,461.72,1.00,FSI
1755,M,1/10/1949,5,368.48,417.02,386.87,257.83,147.58,405.41,0.93,AUR
1755,F,3/15/1950,5,1687.14,1178.33,1681.91,1673.54,254.68,1928.22,0.85,LRC
1755,M,3/29/1950,5,697.88,694.73,695.74,617.64,81.17,698.81,1.00,XHZ
1755,M,3/11/1952,5,1114.77,1669.12,1168.81,1102.82,170.44,1273.26,0.91,D7G
1755,F,3/12/1952,5,828.73,642.17,825.84,806.58,137.97,944.55,0.85,LRC
1755,M,11/27/1953,5,1107.41,1101.73,1106.88,1196.76,81.17,1277.93,0.86,GLN
1755,M,2/14/1954,5,1287.43,1285.06,1287.22,1282.21,188.27,1470.48,0.86,GLN
1755,M,5/19/1955,5,1004.43,773.56,1002.83,939.59,189.48,1129.07,0.87,0C3
1755,M,7/18/1955,5,576.60,603.52,602.81,459.78,147.58,607.36,0.99,Z20
1755,M,2/4/1956,5,407.58,580.82,427.04,292.75,156.69,449.44,0.92,LZA
1755,M,7/19/1956,5,573.16,442.05,571.38,403.90,171.48,575.38,0.99,Z20
1755,M,10/9/1956,5,542.66,478.29,540.75,397.10,147.58,544.68,0.99,Z20
1755,F,11/20/1956,5,924.18,1572.91,967.34,826.50,94.35,920.85,1.06,3YN
1755,M,4/17/1958,5,912.79,800.99,909.60,971.40,81.17,1052.57,0.85,LRC
1755,F,5/11/1958,5,553.77,765.31,580.29,551.34,81.17,632.51,0.91,D7G
1755,M,11/23/1958,5,1502.34,1979.44,1572.16,1581.47,147.58,1729.05,0.90,BSK
1755,M,4/2/1959,5,1231.84,1409.81,1288.46,1187.31,158.78,1346.09,0.95,TBD
1755,M,4/27/1959,5,1331.03,868.16,1330.87,1303.18,40.59,1343.77,0.99,Z20
1755,M,3/13/1960,5,853.18,840.17,851.80,813.52,147.58,961.10,0.87,0C3
1755,M,10/18/1960,5,1062.42,1341.12,1115.09,1068.73,147.58,1216.31,0.91,D7G
1755,F,11/26/1960,5,1130.75,858.58,1130.66,1224.50,81.17,1305.67,0.86,GLN
1755,M,2/20/1961,5,1437.30,1772.69,1508.95,1378.62,254.68,1633.30,0.91,JRZ
1755,F,5/15/1961,5,656.58,462.55,654.89,656.90,94.67,751.57,0.85,LRC
1755,M,5/26/1961,5,1654.63,1164.66,1648.71,1838.06,81.17,1919.23,0.85,LRC
1755,M,8/6/1961,5,776.15,592.33,773.49,711.90,166.37,878.27,0.85,LRC
1755,M,3/8/1962,5,1795.83,1626.86,1789.52,1925.30,147.58,2072.88,0.85,LRC
1755,M,8/26/1962,5,1803.52,1684.28,1802.93,1591.89,273.15,1865.04,0.96,MPY
1755,F,2/18/1963,5,1809.00,1284.92,1808.59,1938.00,147.58,2085.58,0.86,GLN
1755,M,4/26/1963,5,425.81,313.75,425.21,344.04,81.17,425.21,1.00,FSI
1755,F,9/1/1963,5,801.96,1204.93,838.93,674.24,171.37,845.61,0.99,Z20
1755,M,5/7/1964,5,284.43,328.07,297.93,237.07,81.17,318.24,0.91,LCA
1755,M,6/28/1964,5,800.81,1205.91,837.80,773.05,137.97,911.02,0.91,D7G
1755,F,11/4/1964,5,359.14,380.66,376.79,219.03,171.48,390.51,0.94,3MY
1755,F,11/11/1964,5,1724.36,1347.54,1719.30,1842.97,147.58,1990.55,0.85,LRC
1755,M,5/3/1965,5,548.55,681.25,574.84,434.06,175.98,610.04,0.92,KG4
1755,M,9/21/1965,5,853.09,744.01,850.40,849.57,125.87,975.44,0.85,LRC
1755,F,5/4/1966,5,1465.97,1556.27,1538.40,1617.72,81.17,1698.89,0.90,BSK
1755,M,6/22/1966,5,626.18,713.04,657.42,557.60,147.58,705.18,0.91,LCA
1755,M,10/13/1966,5,2396.94,3024.62,2876.24,2526.50,234.04,2760.54,1.05,DGY
1755,M,2/8/1967,5,1433.06,1385.79,1430.27,1349.10,81.17,1430.27,1.00,FSI
1755,M,10/12/1967,5,626.15,546.28,624.95,618.71,94.67,713.38,0.86,GLN
1755,M,1/1/1968,5,629.82,520.57,629.13,620.66,97.18,717.84,0.86,GLN
1755,F,4/15/1968,5,1714.43,2026.38,1795.26,1829.14,147.58,1976.72,0.90,BSK
1755,F,5/5/1968,5,693.87,833.06,728.32,648.88,137.97,786.85,0.91,JRZ
1755,M,8/21/1968,5,2245.85,2286.60,2283.11,2072.71,470.94,2543.65,0.87,GLE
1755,M,5/12/1969,5,749.54,628.46,749.11,779.33,81.17,860.50,0.86,GLN
1755,M,11/16/1970,5,642.34,508.99,640.90,555.23,85.67,640.90,1.00,FSI
1755,F,12/2/1970,5,394.91,575.79,414.48,250.18,147.58,397.76,1.07,BA2
1755,M,11/14/1971,5,1965.16,1428.14,1960.63,2028.05,40.59,2068.64,0.95,R2I
1755,M,3/11/1972,5,496.63,774.54,520.46,319.71,175.98,495.69,1.08,QLV
1755,F,12/14/1972,5,1287.02,1146.79,1282.09,1309.20,165.58,1474.78,0.85,LRC
1755,F,7/18/1973,5,548.30,787.85,575.08,516.61,105.07,621.68,0.91,JRZ
1755,F,12/30/1973,5,1016.94,1258.14,1064.32,1007.63,147.58,1155.21,0.91,JRZ
1755,M,3/5/1974,5,774.36,607.76,771.96,701.73,173.51,875.24,0.85,LRC
1755,F,5/6/1976,5,582.16,453.89,581.97,553.20,81.17,634.37,0.91,D7G
1755,F,3/28/1977,5,663.01,948.04,695.31,602.03,147.58,749.61,0.91,JRZ
1755,F,8/14/1978,5,814.24,887.27,851.94,693.93,147.58,841.51,1.02,YNG
1755,F,7/24/1979,5,946.69,1218.40,993.80,797.18,147.58,944.76,1.06,6NS
1755,F,5/27/1981,5,436.83,731.51,457.89,337.70,147.58,485.28,0.92,KG4
1755,M,4/5/1983,5,1112.48,1584.08,1164.58,980.46,128.97,1109.43,1.06,3YN
1755,M,12/27/1984,5,443.10,828.03,464.17,339.63,152.08,491.71,0.92,KG4
1755,M,7/8/1985,5,566.46,349.63,565.82,418.24,147.58,565.82,1.00,FSI
1755,M,2/2/1986,5,647.39,1208.93,679.58,661.02,81.17,742.19,0.91,D7G
1755,M,1/19/1988,5,583.07,1355.44,611.90,466.64,147.58,614.22,1.00,XHZ
1755,M,5/3/1988,5,707.27,771.84,739.67,731.02,81.17,812.19,0.90,BSK
1755,F,12/20/1988,5,570.82,579.36,578.47,428.83,203.54,632.37,0.87,GLE
1755,M,6/28/1989,5,495.82,499.16,498.37,407.26,147.58,554.84,0.86,5MQ
1756,F,12/12/1967,0,841.43,622.27,839.42,638.90,147.58,786.48,1.08,4ZR
1756,M,11/19/1970,0,772.68,743.73,770.55,639.94,179.58,819.52,0.92,LZA
1756,M,10/6/1988,0,1836.63,1086.11,1836.16,1551.64,147.58,1699.22,1.09,7O9
1756,F,12/22/1990,0,806.35,949.51,843.60,605.51,147.58,753.09,1.15,63W
1756,M,4/26/1955,1,562.88,544.73,561.33,373.78,156.58,530.36,1.08,4ZR
1756,M,5/8/1964,1,1123.09,984.96,1122.92,1001.10,81.17,1082.27,1.04,S0J
1756,F,1/3/1965,1,1731.76,2629.10,1816.05,1347.26,267.41,1614.67,1.15,63W
1756,M,9/9/1965,1,867.19,752.58,866.10,758.94,147.58,906.52,0.95,R2I
1756,M,12/20/1968,1,1986.01,4113.04,2381.00,2035.11,99.17,2134.28,1.12,I85
1756,M,5/20/1991,1,930.56,745.45,928.13,845.22,147.58,992.80,0.92,LZA
1756,M,11/4/1951,2,506.78,789.37,530.83,382.54,152.08,534.62,0.99,Z20
1756,M,7/14/1964,2,670.79,656.09,668.58,473.38,175.98,649.36,1.04,S0J
1756,F,9/11/1982,2,297.75,286.76,297.57,139.20,147.58,286.78,1.08,QLV
1756,M,6/14/1985,2,469.24,368.24,468.67,313.46,152.08,465.54,1.01,W5X
1756,M,10/15/1990,2,1029.87,611.50,1029.44,806.21,152.08,958.29,1.09,7O9
1756,F,11/2/1950,3,631.14,683.61,660.34,446.08,147.58,593.66,1.15,63W
1756,M,7/8/1978,3,424.25,734.22,444.52,254.50,147.58,402.08,1.17,4PO
1756,F,12/22/1986,4,595.14,962.47,623.87,452.37,175.98,628.35,0.99,Z20
1756,F,3/25/1938,5,400.53,551.45,419.11,333.89,90.17,424.06,0.99,XHO
1756,M,5/7/1939,5,369.59,287.19,369.18,204.64,147.58,352.22,1.08,4ZR
1756,M,8/31/1941,5,404.01,385.38,403.75,245.42,175.98,421.40,0.93,AUR
1756,M,2/24/1944,5,405.76,333.46,405.67,278.09,147.58,425.67,0.93,AUR
1756,M,7/9/1944,5,1088.39,706.03,1086.41,975.59,180.98,1156.57,0.93,AUR
1756,M,12/7/1944,5,856.65,828.82,853.79,742.47,81.17,823.64,1.04,S0J
1756,M,6/23/1947,5,702.46,530.85,701.30,458.90,204.38,663.28,1.08,4ZR
1756,F,7/17/1948,5,454.61,540.18,475.95,402.71,81.17,483.88,0.98,0UZ
1756,F,3/25/1950,5,459.25,610.08,480.55,401.34,87.12,488.46,0.98,0UZ
1756,F,3/10/1954,5,580.01,435.00,579.94,465.86,147.58,613.44,0.93,AUR
1756,M,1/13/1955,5,553.48,452.23,552.87,330.14,195.38,525.52,1.08,4ZR
1756,F,12/30/1955,5,648.84,1067.10,679.31,544.07,98.89,642.96,1.07,BA2
1756,F,3/8/1956,5,566.35,758.40,594.40,501.73,90.17,591.90,1.00,7F7
1756,M,7/8/1958,5,735.82,654.57,733.16,634.10,147.58,781.68,0.92,LZA
1756,F,8/10/1958,5,1402.29,1248.09,1396.20,1162.23,137.67,1299.90,1.08,4ZR
1756,F,11/18/1958,5,535.64,340.95,534.29,420.54,81.17,501.71,1.08,QLV
1756,F,1/30/1959,5,443.62,357.92,442.87,274.06,147.58,421.64,1.08,QLV
1756,F,7/21/1961,5,572.62,678.48,600.40,458.52,146.42,604.94,0.99,Z20
1756,M,7/28/1961,5,793.11,609.39,790.41,696.09,147.58,843.67,0.92,LZA
1756,M,9/7/1961,5,768.80,1203.19,806.98,608.63,204.38,813.01,0.99,Z20
1756,F,3/28/1962,5,593.36,542.81,591.78,481.01,147.58,628.59,0.92,LZA
