months_as_customer,age,policy_deductable,policy_annual_premium,umbrella_limit,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,auto_year,policy_state,policy_csl,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,property_damage,police_report_available,auto_make,fraud_reported
54,35,500,1261.28,0,68500,-42100,21,3,2,0,2012,IN,100/300,FEMALE,MD,protective-serv,hiking,unmarried,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,VA,Springfield,YES,?,Nissan,0
144,35,500,1427.46,0,0,0,3,3,0,0,1995,IL,100/300,MALE,High School,machine-op-inspct,cross-fit,wife,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,Springfield,?,?,Dodge,0
92,32,500,1592.41,0,58900,-29100,22,1,2,3,1996,IL,500/1000,MALE,Masters,prof-specialty,yachting,husband,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Columbus,?,YES,Jeep,0
173,36,1000,1274.63,0,51000,0,22,1,2,3,1995,OH,250/500,MALE,College,machine-op-inspct,basketball,unmarried,Single Vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,YES,NO,Accura,0
436,60,500,1362.31,0,67600,-65300,16,1,0,2,2005,IN,250/500,MALE,High School,prof-specialty,bungie-jumping,wife,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Arlington,NO,NO,Saab,0
155,35,1000,919.37,0,83600,0,0,1,0,3,1997,OH,250/500,FEMALE,Associate,protective-serv,hiking,not-in-family,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbrook,?,?,Nissan,0
78,31,1000,1377.23,0,72600,0,1,3,2,1,1997,OH,250/500,FEMALE,Masters,armed-forces,kayaking,unmarried,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,Hillsdale,?,?,Nissan,0
440,57,1000,995.55,5000000,51500,-52100,19,3,0,3,2007,IL,100/300,MALE,College,protective-serv,paintball,wife,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Arlington,YES,?,Jeep,1
264,43,500,1508.12,6000000,0,0,0,3,2,1,2015,IL,100/300,MALE,PhD,craft-repair,basketball,wife,Multi-vehicle Collision,Rear Collision,Major Damage,Other,NY,Columbus,?,NO,Jeep,1
66,30,500,484.67,0,21100,-60800,2,3,0,2,2015,IN,500/1000,FEMALE,College,adm-clerical,paintball,wife,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Arlington,?,YES,Volkswagen,1
366,50,1000,1561.41,0,21200,0,5,3,1,3,2012,IN,500/1000,FEMALE,High School,handlers-cleaners,basketball,husband,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,YES,NO,Mercedes,0
188,37,500,1457.21,0,46300,0,6,1,2,0,2003,OH,100/300,FEMALE,JD,adm-clerical,hiking,own-child,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Columbus,?,YES,Suburu,0
224,39,1000,1128.71,0,0,-47100,21,3,2,1,2007,IL,500/1000,FEMALE,JD,prof-specialty,sleeping,other-relative,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,VA,Riverwood,YES,?,Suburu,0
253,46,500,1358.2,0,52900,0,11,3,0,0,2001,IL,100/300,FEMALE,MD,transport-moving,movies,husband,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,YES,NO,Jeep,0
446,61,1000,1232.79,0,49900,-62100,3,1,2,0,2007,IL,100/300,FEMALE,High School,adm-clerical,reading,unmarried,Single Vehicle Collision,Rear Collision,Minor Damage,Other,VA,Springfield,YES,YES,Suburu,0
169,37,1000,936.19,0,70600,-48500,4,3,2,1,2005,IL,100/300,MALE,JD,armed-forces,movies,other-relative,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbrook,?,YES,Audi,0
255,46,500,1302.34,0,0,-52600,2,3,1,0,2011,IL,250/500,FEMALE,JD,prof-specialty,video-games,own-child,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,NO,NO,Volkswagen,0
209,39,500,1264.99,0,67800,0,22,1,1,1,1995,IN,100/300,MALE,PhD,transport-moving,polo,husband,Single Vehicle Collision,Side Collision,Minor Damage,Fire,VA,Northbrook,?,NO,Chevrolet,0
210,37,500,1467.76,0,38700,-33100,8,1,1,3,2000,OH,500/1000,FEMALE,MD,tech-support,hiking,own-child,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Northbend,?,YES,Toyota,0
174,33,2000,1124.43,0,0,0,14,3,0,1,1995,IN,250/500,FEMALE,College,farming-fishing,paintball,own-child,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbrook,YES,YES,Saab,0
70,28,1000,1319.81,0,67200,-59400,14,4,1,0,2006,IL,250/500,MALE,High School,machine-op-inspct,yachting,husband,Multi-vehicle Collision,Side Collision,Minor Damage,Police,WV,Arlington,NO,YES,Toyota,0
89,32,2000,1482.53,0,49100,-45100,5,1,1,2,2002,IN,100/300,FEMALE,MD,tech-support,kayaking,not-in-family,Parked Car,?,Trivial Damage,Police,WV,Northbrook,YES,?,Audi,0
458,61,1000,1328.18,0,53000,0,18,1,2,1,2003,IN,100/300,FEMALE,High School,protective-serv,bungie-jumping,other-relative,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Columbus,NO,NO,Volkswagen,0
239,40,500,1463.95,0,0,0,20,3,0,0,2003,IN,100/300,FEMALE,JD,sales,skydiving,own-child,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NC,Springfield,?,YES,Dodge,0
161,38,2000,1133.85,0,60200,0,0,3,2,2,2003,IL,100/300,MALE,PhD,priv-house-serv,exercise,not-in-family,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Springfield,YES,YES,Volkswagen,0
446,61,1000,1037.32,0,0,-15700,1,3,2,1,2005,IN,500/1000,FEMALE,High School,tech-support,skydiving,wife,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NC,Hillsdale,?,NO,Nissan,0
476,61,1000,1562.8,0,42800,-68200,10,1,1,2,2009,IN,250/500,FEMALE,Masters,handlers-cleaners,dancing,not-in-family,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,?,YES,Suburu,0
70,29,1000,1425.79,0,62400,-52300,12,1,0,3,2009,IN,100/300,FEMALE,MD,armed-forces,video-games,other-relative,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NC,Riverwood,NO,?,Dodge,0
233,41,2000,1615.14,0,67100,0,6,1,0,1,2011,OH,500/1000,FEMALE,Associate,tech-support,board-games,other-relative,Vehicle Theft,?,Minor Damage,,NY,Springfield,NO,?,Chevrolet,0
122,33,500,1236.5,0,0,-48700,1,1,0,1,2003,IL,250/500,MALE,PhD,other-service,bungie-jumping,husband,Parked Car,?,Trivial Damage,,NY,Hillsdale,NO,NO,Nissan,0
335,48,2000,1017.97,0,59900,-34800,21,3,0,0,2005,IL,500/1000,FEMALE,MD,machine-op-inspct,chess,wife,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Columbus,NO,YES,BMW,1
257,40,2000,1306.0,0,46100,-46900,3,3,2,1,2008,IN,100/300,MALE,Associate,machine-op-inspct,cross-fit,husband,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,YES,?,Ford,1
85,27,2000,1174.14,0,50400,-61500,14,4,0,0,2012,IL,500/1000,MALE,College,priv-house-serv,dancing,unmarried,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbend,YES,NO,Toyota,0
133,30,1000,1231.01,0,0,-31700,19,3,1,2,2007,IN,500/1000,MALE,College,adm-clerical,board-games,husband,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,SC,Riverwood,NO,?,Dodge,0
119,34,500,1299.18,0,57100,0,7,1,2,1,1998,IL,250/500,FEMALE,College,tech-support,hiking,wife,Single Vehicle Collision,Front Collision,Major Damage,Fire,OH,Springfield,YES,YES,Honda,1
169,34,500,1469.75,0,0,-57600,0,1,0,0,2012,IN,100/300,FEMALE,JD,sales,reading,not-in-family,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,VA,Arlington,?,YES,Volkswagen,0
225,39,500,1390.72,0,83900,-52100,6,1,2,1,2011,OH,250/500,MALE,Masters,tech-support,paintball,other-relative,Parked Car,?,Trivial Damage,,SC,Northbrook,YES,YES,Nissan,0
84,32,500,1694.09,7000000,0,0,0,1,0,2,1995,IL,500/1000,FEMALE,Associate,prof-specialty,cross-fit,husband,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Northbend,YES,?,BMW,1
169,39,2000,1140.15,0,0,-36800,9,3,0,3,2015,OH,100/300,MALE,High School,armed-forces,exercise,husband,Multi-vehicle Collision,Rear Collision,Total Loss,Police,VA,Riverwood,YES,NO,Suburu,0
124,32,1000,1310.71,0,29300,0,23,1,0,1,2003,IN,100/300,FEMALE,Masters,farming-fishing,kayaking,wife,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Columbus,YES,NO,Toyota,0
320,48,2000,1730.49,7000000,46300,-41700,13,3,2,0,1995,IL,250/500,MALE,College,transport-moving,hiking,not-in-family,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,NO,NO,Saab,0
297,47,500,1616.65,7000000,0,-59500,0,3,0,3,1999,IN,250/500,MALE,MD,adm-clerical,movies,unmarried,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Columbus,?,YES,Jeep,0
421,56,500,1935.85,4000000,49500,-81100,7,1,2,3,2004,IN,100/300,MALE,Masters,machine-op-inspct,reading,own-child,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Hillsdale,?,?,Mercedes,1
136,33,1000,855.14,0,37900,0,23,1,0,1,2015,OH,250/500,FEMALE,PhD,craft-repair,paintball,not-in-family,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NC,Northbrook,YES,YES,Toyota,0
46,24,2000,1568.47,4000000,46800,0,7,1,2,0,1999,OH,250/500,FEMALE,High School,armed-forces,yachting,unmarried,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbrook,NO,?,Toyota,0
34,24,2000,1550.53,0,0,-27700,20,1,0,1,1998,IN,500/1000,FEMALE,MD,armed-forces,dancing,own-child,Parked Car,?,Trivial Damage,,VA,Hillsdale,YES,?,Audi,0
95,30,2000,1370.92,0,48900,0,22,1,0,3,1999,IL,250/500,MALE,College,transport-moving,video-games,unmarried,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Arlington,YES,?,Accura,0
140,36,500,1363.59,0,43200,0,10,3,2,0,2000,IN,250/500,FEMALE,JD,armed-forces,kayaking,not-in-family,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Riverwood,?,YES,Chevrolet,0
200,34,1000,828.42,3000000,0,0,10,1,2,2,2009,IN,250/500,FEMALE,College,prof-specialty,basketball,other-relative,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Arlington,?,NO,Chevrolet,0
123,29,500,1209.63,0,64800,-44200,17,1,1,0,2014,IN,250/500,FEMALE,Masters,machine-op-inspct,chess,not-in-family,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,YES,YES,Volkswagen,1
267,46,2000,1111.17,0,35000,0,3,1,2,3,1995,OH,250/500,MALE,MD,craft-repair,base-jumping,unmarried,Parked Car,?,Trivial Damage,,WV,Arlington,YES,YES,Toyota,0
290,42,500,989.97,0,32500,0,10,1,0,1,2013,IN,500/1000,MALE,Masters,machine-op-inspct,kayaking,own-child,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Hillsdale,NO,NO,Saab,0
45,37,1000,1114.23,0,0,0,1,1,0,1,2005,IN,250/500,MALE,College,prof-specialty,dancing,wife,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,YES,YES,Nissan,0
186,38,2000,1347.31,0,80900,-111100,1,3,2,3,1995,IN,250/500,FEMALE,JD,protective-serv,dancing,unmarried,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Springfield,NO,?,Audi,0
135,34,2000,1687.53,0,0,-69600,7,1,1,2,2009,IL,250/500,FEMALE,JD,protective-serv,base-jumping,other-relative,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,Northbend,?,NO,Audi,0
110,33,1000,1183.48,0,0,0,19,1,2,3,2015,IN,250/500,MALE,Associate,other-service,bungie-jumping,husband,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Northbend,?,NO,Saab,1
259,43,2000,1537.13,0,0,-58300,3,3,0,2,2012,IL,500/1000,FEMALE,PhD,handlers-cleaners,kayaking,own-child,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbend,NO,YES,Ford,0
114,30,1000,1173.25,0,0,-34700,3,1,0,3,2013,OH,250/500,FEMALE,Masters,protective-serv,dancing,husband,Vehicle Theft,?,Minor Damage,,WV,Arlington,NO,YES,Chevrolet,0
404,56,1000,1361.16,4000000,0,-63700,23,1,2,0,2005,IN,250/500,FEMALE,Masters,transport-moving,cross-fit,not-in-family,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Hillsdale,NO,YES,Accura,1
282,48,2000,1422.56,7000000,26900,-55300,7,1,1,2,2013,OH,500/1000,FEMALE,MD,prof-specialty,video-games,husband,Vehicle Theft,?,Minor Damage,,WV,Springfield,?,NO,Accura,0
57,25,2000,1143.06,0,63100,-54100,0,3,0,1,2010,IL,500/1000,FEMALE,Masters,tech-support,dancing,own-child,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,VA,Riverwood,NO,YES,Nissan,0
215,38,500,1405.71,0,0,0,10,1,0,1,2008,IN,250/500,FEMALE,PhD,craft-repair,camping,unmarried,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Arlington,?,NO,Volkswagen,0
140,30,500,1354.2,0,100500,0,4,4,0,0,2006,IL,100/300,FEMALE,College,adm-clerical,bungie-jumping,wife,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,?,?,Nissan,0
250,42,500,1055.6,0,69500,-40700,16,1,1,1,2009,IN,100/300,MALE,High School,exec-managerial,paintball,husband,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,?,?,Ford,1
286,41,1000,999.43,0,25800,0,3,1,2,0,2009,IL,250/500,MALE,College,prof-specialty,paintball,wife,Vehicle Theft,?,Trivial Damage,Police,WV,Northbend,YES,?,Chevrolet,0
356,47,2000,1155.97,0,0,0,5,1,0,3,2009,IN,250/500,MALE,High School,prof-specialty,camping,husband,Single Vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,YES,?,Dodge,0
65,29,1000,1726.91,0,0,0,14,1,0,0,1999,IL,250/500,MALE,High School,other-service,basketball,own-child,Vehicle Theft,?,Trivial Damage,,VA,Hillsdale,?,?,Audi,0
187,34,500,1232.57,0,59500,0,7,3,0,0,2011,IN,500/1000,FEMALE,PhD,machine-op-inspct,polo,not-in-family,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Arlington,?,?,Nissan,0
386,53,500,1078.65,0,36800,0,16,1,2,3,2006,OH,250/500,MALE,JD,craft-repair,camping,not-in-family,Single Vehicle Collision,Front Collision,Minor Damage,Police,WV,Northbend,?,YES,Honda,0
197,41,1000,1324.78,0,0,-64500,6,1,2,2,1997,OH,500/1000,FEMALE,PhD,prof-specialty,basketball,not-in-family,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbrook,NO,YES,Volkswagen,1
166,37,500,1518.54,0,0,0,10,1,1,1,2001,IN,250/500,FEMALE,MD,craft-repair,kayaking,not-in-family,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Riverwood,YES,NO,Ford,0
293,49,2000,1239.06,0,34900,0,19,1,1,1,2002,IL,100/300,FEMALE,JD,transport-moving,skydiving,husband,Single Vehicle Collision,Front Collision,Total Loss,Police,SC,Riverwood,?,?,Volkswagen,0
179,32,2000,1246.68,0,0,0,10,1,0,1,2006,OH,500/1000,FEMALE,PhD,priv-house-serv,movies,own-child,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,?,?,Suburu,0
76,24,1000,1622.67,0,0,0,6,3,1,1,1997,OH,250/500,FEMALE,MD,priv-house-serv,paintball,husband,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Riverwood,NO,?,Suburu,0
105,28,500,1082.36,0,0,0,12,3,2,2,1995,OH,250/500,FEMALE,Associate,prof-specialty,golf,own-child,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Riverwood,NO,NO,Audi,0
97,26,1000,1270.55,0,0,-72100,10,3,2,3,2006,OH,250/500,MALE,Masters,protective-serv,chess,unmarried,Multi-vehicle Collision,Side Collision,Total Loss,Other,NC,Riverwood,YES,NO,Jeep,1
148,36,1000,1236.32,5000000,55100,0,0,1,2,0,2009,IL,500/1000,FEMALE,MD,adm-clerical,hiking,own-child,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,Northbrook,NO,NO,Dodge,0
77,26,2000,785.82,0,49700,0,12,3,2,0,2009,IL,250/500,MALE,JD,exec-managerial,movies,other-relative,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NY,Hillsdale,YES,?,Audi,1
295,46,500,1265.84,0,52200,-44500,10,1,1,3,2007,IN,250/500,FEMALE,JD,prof-specialty,paintball,own-child,Vehicle Theft,?,Minor Damage,,VA,Arlington,YES,YES,Nissan,0
126,28,500,1508.9,0,0,0,3,4,0,1,2011,IN,250/500,FEMALE,JD,machine-op-inspct,skydiving,other-relative,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Northbend,NO,?,Ford,0
132,32,2000,1106.84,0,43100,-31900,21,1,1,1,2005,OH,250/500,MALE,PhD,other-service,reading,wife,Vehicle Theft,?,Minor Damage,Police,SC,Riverwood,YES,YES,Suburu,0
370,55,2000,1389.13,7000000,0,-53200,6,1,0,2,2015,IN,500/1000,MALE,JD,other-service,basketball,wife,Vehicle Theft,?,Minor Damage,,NC,Northbrook,?,?,Mercedes,0
257,43,1000,974.84,0,52100,0,0,1,0,1,2006,IN,100/300,FEMALE,JD,transport-moving,kayaking,other-relative,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Northbend,NO,YES,Nissan,0
9,24,2000,1304.46,0,51700,-33300,6,1,0,3,2001,IL,100/300,FEMALE,PhD,machine-op-inspct,golf,other-relative,Vehicle Theft,?,Trivial Damage,,NC,Arlington,NO,YES,Audi,1
185,34,500,1257.36,0,0,0,20,3,1,1,2000,OH,250/500,FEMALE,PhD,armed-forces,movies,husband,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,YES,?,BMW,1
234,43,500,1257.04,0,0,-48800,4,1,2,2,2011,OH,250/500,MALE,Associate,protective-serv,reading,own-child,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbrook,NO,YES,Dodge,0
253,44,2000,719.52,0,45800,0,9,1,0,3,1998,OH,100/300,FEMALE,High School,farming-fishing,golf,own-child,Parked Car,?,Trivial Damage,,SC,Arlington,NO,?,Chevrolet,0
233,39,2000,1524.18,0,0,0,20,3,1,0,1999,OH,500/1000,MALE,JD,craft-repair,reading,unmarried,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbrook,?,YES,Saab,0
274,44,500,1395.58,0,0,0,7,1,2,1,2000,IN,500/1000,FEMALE,JD,tech-support,reading,husband,Vehicle Theft,?,Minor Damage,Police,WV,Springfield,NO,?,BMW,0
297,48,1000,1243.68,0,0,-71400,18,3,0,2,2002,IL,500/1000,MALE,Masters,protective-serv,camping,wife,Multi-vehicle Collision,Front Collision,Major Damage,Other,NY,Springfield,?,?,Toyota,1
273,47,1000,1189.04,0,59600,0,0,3,1,3,2014,OH,500/1000,FEMALE,Associate,prof-specialty,video-games,own-child,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,Northbrook,NO,?,Jeep,0
147,37,2000,1375.29,0,0,0,11,3,0,1,2015,IN,500/1000,FEMALE,Masters,armed-forces,chess,own-child,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Columbus,?,?,Ford,1
285,42,500,1389.13,0,63100,-79400,13,1,0,3,2005,IN,100/300,MALE,Associate,priv-house-serv,golf,not-in-family,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Hillsdale,NO,?,Toyota,0
289,43,1000,1387.51,0,0,0,19,3,1,3,2010,OH,500/1000,FEMALE,Associate,sales,base-jumping,not-in-family,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Riverwood,YES,?,Jeep,0
427,60,1000,1178.61,7000000,0,-54400,23,1,1,2,2004,IN,100/300,MALE,MD,craft-repair,board-games,own-child,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Springfield,YES,YES,Volkswagen,1
380,53,2000,1166.62,6000000,0,0,23,1,0,3,2001,IL,250/500,MALE,Associate,priv-house-serv,bungie-jumping,wife,Parked Car,?,Trivial Damage,Police,NC,Northbend,NO,NO,Saab,0
13,21,1000,1556.31,0,0,-75000,19,3,2,0,2014,IN,100/300,MALE,Associate,prof-specialty,golf,not-in-family,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Hillsdale,YES,YES,Accura,0
282,43,500,1452.27,0,75800,0,19,1,1,2,2007,OH,250/500,MALE,MD,farming-fishing,video-games,not-in-family,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Northbend,NO,NO,Audi,1
312,47,1000,1212.07,0,66900,-51800,17,3,2,3,2000,OH,500/1000,FEMALE,MD,exec-managerial,polo,wife,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbend,NO,NO,Mercedes,0
266,46,2000,1578.54,0,0,-41400,18,1,1,3,1996,OH,100/300,MALE,Associate,handlers-cleaners,chess,husband,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,NO,YES,Nissan,0
30,36,500,1488.26,0,0,-63500,17,3,2,2,2008,IN,500/1000,FEMALE,College,machine-op-inspct,golf,wife,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Northbrook,NO,?,Saab,0
198,36,1000,1096.39,0,0,0,11,3,1,3,2015,IN,250/500,MALE,High School,armed-forces,kayaking,own-child,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,?,YES,Audi,0
290,45,2000,1215.36,0,54400,0,22,3,0,1,2012,OH,500/1000,MALE,Associate,tech-support,reading,own-child,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,WV,Northbend,?,NO,Suburu,0
260,46,2000,1482.57,0,35000,0,7,1,0,1,2005,OH,100/300,MALE,MD,priv-house-serv,reading,husband,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,NO,NO,Toyota,0
233,43,1000,954.18,0,0,0,17,3,2,3,2000,OH,250/500,FEMALE,College,tech-support,dancing,other-relative,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbrook,?,YES,Nissan,0
130,30,2000,1193.4,0,0,-40800,16,3,2,3,2005,IL,500/1000,MALE,PhD,exec-managerial,bungie-jumping,own-child,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Columbus,NO,?,Suburu,0
230,42,1000,1023.11,0,0,-45300,13,3,1,2,1999,IN,100/300,FEMALE,MD,adm-clerical,golf,own-child,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbend,NO,YES,Accura,0
212,40,1000,1524.45,0,73200,0,17,3,0,2,2006,IL,500/1000,FEMALE,Masters,other-service,golf,husband,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,Northbrook,YES,YES,Nissan,0
299,44,1000,1653.32,0,0,-48800,3,1,2,0,2009,OH,500/1000,FEMALE,College,other-service,bungie-jumping,other-relative,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Springfield,YES,?,Suburu,0
91,26,1000,1022.46,0,52700,0,15,3,0,2,1996,IL,250/500,FEMALE,Associate,armed-forces,video-games,other-relative,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Arlington,?,?,Jeep,0
398,53,2000,1396.43,0,21500,0,16,1,2,1,2000,IL,100/300,FEMALE,Associate,priv-house-serv,base-jumping,unmarried,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,YES,?,Toyota,0
218,43,500,1521.55,0,61100,-64500,18,1,1,3,2003,IL,250/500,FEMALE,Associate,priv-house-serv,polo,other-relative,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Hillsdale,?,YES,Dodge,1
152,33,1000,1034.27,0,0,0,18,1,1,0,2014,IN,100/300,FEMALE,JD,armed-forces,exercise,husband,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Hillsdale,NO,NO,Accura,0
212,39,1000,1255.35,0,60300,-58900,22,2,0,3,2008,OH,100/300,FEMALE,JD,protective-serv,skydiving,not-in-family,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Riverwood,NO,YES,Dodge,0
242,44,2000,1396.89,6000000,0,-61600,15,3,1,2,1999,IL,500/1000,FEMALE,College,priv-house-serv,chess,other-relative,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Springfield,NO,YES,Suburu,1
80,27,500,795.31,0,0,-51000,16,3,1,3,2000,OH,500/1000,MALE,JD,farming-fishing,skydiving,husband,Multi-vehicle Collision,Rear Collision,Major Damage,Police,OH,Arlington,YES,?,Ford,1
260,43,500,982.22,0,54500,-72100,18,1,1,0,2011,IN,100/300,FEMALE,JD,exec-managerial,skydiving,not-in-family,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Riverwood,?,?,Honda,0
133,34,500,1074.07,0,70900,-61100,8,1,2,0,2013,IN,500/1000,FEMALE,JD,prof-specialty,bungie-jumping,husband,Parked Car,?,Minor Damage,,WV,Northbend,NO,YES,Jeep,0
290,45,1000,1311.3,0,38500,0,23,3,0,0,2001,OH,100/300,FEMALE,Associate,machine-op-inspct,chess,wife,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,YES,YES,Ford,1
322,49,2000,1277.12,0,0,-46000,18,1,0,2,2007,IL,250/500,FEMALE,PhD,armed-forces,kayaking,own-child,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Hillsdale,?,YES,Chevrolet,0
228,39,500,1388.62,0,35200,0,10,1,1,0,1995,IN,500/1000,FEMALE,JD,sales,reading,husband,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,Riverwood,YES,YES,Mercedes,0
195,37,1000,1406.52,8000000,0,0,12,1,0,2,2002,IL,100/300,MALE,MD,tech-support,base-jumping,unmarried,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Arlington,NO,NO,Jeep,1
247,39,500,1558.29,0,0,-49300,5,1,1,2,2000,IN,100/300,FEMALE,Masters,protective-serv,reading,unmarried,Vehicle Theft,?,Trivial Damage,Police,WV,Springfield,YES,?,Saab,0
405,57,1000,1132.47,4000000,46300,0,21,3,2,3,2008,IN,500/1000,MALE,MD,priv-house-serv,exercise,other-relative,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,Northbend,?,?,Saab,0
144,37,2000,1896.91,0,73700,0,17,3,1,3,2015,OH,250/500,FEMALE,PhD,handlers-cleaners,sleeping,not-in-family,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Columbus,YES,NO,Chevrolet,1
338,47,500,1143.46,4000000,0,0,4,1,2,1,2002,IL,500/1000,MALE,MD,priv-house-serv,polo,other-relative,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,YES,?,Mercedes,0
